"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"GNG7"	""	"CLEC4A"	""	"FGR"	""	"IL18RAP"	"MMP25"	"CXCR6"	"CXCR6"	"GZMA"	"LCK"	"FPR3"	"SLAMF8"	"FGL2"	""	""	""
"GPR18"	""	"CLEC7A"	""	"FPR2"	""	"IL2RB"	"MNDA"	"DPEP2"	"CYTH4"	"GZMB"	"LTB"	"HCK"	"SLC15A3"	"FGR"	""	""	""
"HLA-DOB"	""	"CLIC2"	""	"FPR3"	""	"KIR2DL3"	"NCF2"	"FAIM3"	"EOMES"	"GZMH"	"PIK3IP1"	"HK3"	"TFEC"	"FPR1"	""	""	""
"HLA-DQA1"	""	"CSF1R"	""	"GRB2"	""	"KIR2DL4"	"NMI"	"FAM65B"	"FAIM3"	"GZMK"	"RGS1"	"IDO1"	"TPP1"	"FPR2"	""	""	""
"IL12B"	""	"CXCL10"	""	"HK3"	""	"KIR3DL1"	"P2RY13"	"FCN1"	"FASLG"	"IFNG"	""	"IGSF6"	"TREM2"	"GPR183"	""	""	""
"IL4R"	""	"CXCL9"	""	"IGSF6"	""	"KLRB1"	"PDE4B"	"GIMAP4"	"GIMAP4"	"IL18RAP"	""	"IL12B"	""	"HCK"	""	""	""
"IRF8"	""	"CYTH4"	""	"IL12B"	""	"KLRD1"	"S100A12"	"GIMAP6"	"GIMAP6"	"IL2RA"	""	"IL17RA"	""	"HK3"	""	""	""
"KIAA0125"	""	"EBI3"	""	"IL17RA"	""	"KLRF1"	"VNN2"	"GPR132"	"GPR15"	"IL2RB"	""	"IRF8"	""	"HSPA6"	""	""	""
"LILRB1"	""	"FGL2"	""	"ITGAX"	""	"KLRG1"	""	"GPR15"	"GPR171"	"ITGAL"	""	"LILRB1"	""	"IL10RA"	""	""	""
"LTB"	""	"FPR3"	""	"LILRA2"	""	"KLRK1"	""	"GPR171"	"GPR65"	"ITGB7"	""	"MMP19"	""	"IL17RA"	""	""	""
"LY9"	""	"GPR132"	""	"LILRB1"	""	"LAG3"	""	"GPR183"	"GPR68"	"ITK"	""	"NECAP2"	""	"LILRA1"	""	""	""
"MEFV"	""	"GRB2"	""	"MMP19"	""	"LTA"	""	"GPSM3"	"GZMA"	"KLRB1"	""	"PILRA"	""	"LILRA2"	""	""	""
"P2RX5"	""	"GZMB"	""	"MMP9"	""	"LTB"	""	"GZMA"	"GZMB"	"KLRG1"	""	"SIGLEC1"	""	"LILRB1"	""	""	""
"PNOC"	""	"HAVCR2"	""	"MS4A6A"	""	"NCR3"	""	"GZMB"	"GZMH"	"LAG3"	""	"SLAMF1"	""	"LILRB2"	""	""	""
"POU2F2"	""	"HCK"	""	"NCF2"	""	"NKG7"	""	"GZMK"	"GZMK"	"LCP2"	""	"SLAMF8"	""	"LILRB3"	""	""	""
"PTPN6"	""	"HK3"	""	"NCKAP1L"	""	"PRF1"	""	"GZMM"	"GZMM"	"LTA"	""	"SLC11A1"	""	"LST1"	""	""	""
"RAPGEF1"	""	"HLA-DQA1"	""	"NECAP2"	""	"PTGDR"	""	"ICOS"	"IFNG"	"MMP25"	""	"TFEC"	""	"MEFV"	""	""	""
"RASGRP2"	""	"HS3ST3B1"	""	"PILRA"	""	"SAMD3"	""	"IFNG"	"IL10RA"	"NCR3"	""	"TNFAIP6"	""	"MNDA"	""	""	""
"S1PR4"	""	"IDO1"	""	"PLA2G7"	""	"SERPINB9"	""	"IKZF1"	"IL16"	"NKG7"	""	"TNIP3"	""	"MS4A6A"	""	""	""
"SPIB"	""	"IL10RA"	""	"SIGLEC1"	""	"TBX21"	""	"IL10RA"	"IL18RAP"	"PRF1"	""	"TPP1"	""	"MYO1F"	""	""	""
"STAP1"	""	"IL12B"	""	"SLAMF8"	""	""	""	"IL16"	"IL2RB"	"PTPN7"	""	"TREM2"	""	"NCF2"	""	""	""
"TNFRSF17"	""	"IL2RA"	""	"SLC11A1"	""	""	""	"IL2RA"	"ITGAL"	"PVRIG"	""	""	""	"NCF4"	""	""	""
"VPREB3"	""	"IL3RA"	""	"STAB1"	""	""	""	"IL2RB"	"ITK"	"SASH3"	""	""	""	"OSM"	""	""	""
""	""	"IRF4"	""	"TFEC"	""	""	""	"ITGB7"	"KLRB1"	"SLAMF1"	""	""	""	"P2RY13"	""	""	""
""	""	"ITGAX"	""	"TPP1"	""	""	""	"ITK"	"KLRD1"	"TBX21"	""	""	""	"PILRA"	""	""	""
""	""	"KYNU"	""	"TREM2"	""	""	""	"JAK3"	"KLRG1"	""	""	""	""	"PLEK"	""	""	""
""	""	"LILRB1"	""	""	""	""	""	"KLRB1"	"KLRK1"	""	""	""	""	"POU2F2"	""	""	""
""	""	"LILRB2"	""	""	""	""	""	"LCK"	"LAG3"	""	""	""	""	"PPM1F"	""	""	""
""	""	"MMP25"	""	""	""	""	""	"LTA"	"LCK"	""	""	""	""	"RGS19"	""	""	""
""	""	"MNDA"	""	""	""	""	""	"LTB"	"LTB"	""	""	""	""	"RHOG"	""	""	""
""	""	"MS4A6A"	""	""	""	""	""	"LY9"	"LY9"	""	""	""	""	"RNASE2"	""	""	""
""	""	"NCF2"	""	""	""	""	""	"NECAP2"	"MMP19"	""	""	""	""	"S100A12"	""	""	""
""	""	"NECAP2"	""	""	""	""	""	"OSM"	"MYO1F"	""	""	""	""	"SAMSN1"	""	""	""
""	""	"OSM"	""	""	""	""	""	"PIK3IP1"	"NCR3"	""	""	""	""	"SLC11A1"	""	""	""
""	""	"PLA2G7"	""	""	""	""	""	"PTGER2"	"NKG7"	""	""	""	""	"STAB1"	""	""	""
""	""	"RAPGEF1"	""	""	""	""	""	"PTPRCAP"	"PIK3IP1"	""	""	""	""	"TLR2"	""	""	""
""	""	"RHOG"	""	""	""	""	""	"PVRIG"	"PRF1"	""	""	""	""	"TLR8"	""	""	""
""	""	"RNASE6"	""	""	""	""	""	"RGS1"	"PTGDR"	""	""	""	""	"VASP"	""	""	""
""	""	"RSAD2"	""	""	""	""	""	"SAMSN1"	"PTPRC"	""	""	""	""	"WAS"	""	""	""
""	""	"RUNX2"	""	""	""	""	""	"SELPLG"	"PTPRCAP"	""	""	""	""	""	""	""	""
""	""	"SAMSN1"	""	""	""	""	""	"SLAMF1"	"PVRIG"	""	""	""	""	""	""	""	""
""	""	"SIGLEC1"	""	""	""	""	""	"STAP1"	"PYHIN1"	""	""	""	""	""	""	""	""
""	""	"SLAMF1"	""	""	""	""	""	"TBX21"	"RGS1"	""	""	""	""	""	""	""	""
""	""	"SLAMF8"	""	""	""	""	""	"TCF7"	"RHOG"	""	""	""	""	""	""	""	""
""	""	"SPIB"	""	""	""	""	""	"TNFRSF4"	"SASH3"	""	""	""	""	""	""	""	""
""	""	"STAB1"	""	""	""	""	""	"TNFSF8"	"SLAMF1"	""	""	""	""	""	""	""	""
""	""	"TFEC"	""	""	""	""	""	"TRAF1"	"TBX21"	""	""	""	""	""	""	""	""
""	""	"TM7SF4"	""	""	""	""	""	"TRAF3IP3"	"TNFSF8"	""	""	""	""	""	""	""	""
""	""	"TNFAIP6"	""	""	""	""	""	"TRAT1"	"TRAF3IP3"	""	""	""	""	""	""	""	""
""	""	"TNFRSF4"	""	""	""	""	""	"ZAP70"	"WAS"	""	""	""	""	""	""	""	""
""	""	"TRAF1"	""	""	""	""	""	""	"ZAP70"	""	""	""	""	""	""	""	""
""	""	"TREM2"	""	""	""	""	""	""	"ZFP36L2"	""	""	""	""	""	""	""	""
