"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"P2RX5"	""	"FPR3"	""	"NCF2"	""	"KLRK1"	""	"GPR171"	"GPR65"	"ITGB7"	""	"PILRA"	""	"LILRA1"	""	""	""
"PNOC"	""	"GPR132"	""	"NCKAP1L"	""	"LAG3"	""	"GPR183"	"GPR68"	"ITK"	""	"SIGLEC1"	""	"LILRA2"	""	""	""
"POU2F2"	""	"GRB2"	""	"NECAP2"	""	"LTA"	""	"GPSM3"	"GZMA"	"KLRB1"	""	"SLAMF1"	""	"LILRB1"	""	""	""
"PTPN6"	""	"GZMB"	""	"PILRA"	""	"NCR3"	""	"GZMA"	"GZMB"	"KLRG1"	""	"SLAMF8"	""	"LILRB2"	""	""	""
"RASGRP2"	""	"HAVCR2"	""	"PLA2G7"	""	"NKG7"	""	"GZMB"	"GZMH"	"LAG3"	""	"SLC11A1"	""	"LILRB3"	""	""	""
"S1PR4"	""	"HCK"	""	"SIGLEC1"	""	"PRF1"	""	"GZMK"	"GZMK"	"LCP2"	""	"TFEC"	""	"LST1"	""	""	""
"SPIB"	""	"HK3"	""	"SLAMF8"	""	"PTGDR"	""	"GZMM"	"GZMM"	"LTA"	""	"TNFAIP6"	""	"MEFV"	""	""	""
"STAP1"	""	"HLA-DQA1"	""	"SLC11A1"	""	"SAMD3"	""	"ICOS"	"IFNG"	"MMP25"	""	"TNIP3"	""	"MNDA"	""	""	""
"TNFRSF17"	""	"HS3ST3B1"	""	"STAB1"	""	"SERPINB9"	""	"IFNG"	"IL10RA"	"NCR3"	""	"TREM2"	""	"MS4A6A"	""	""	""
"VPREB3"	""	"IDO1"	""	"TFEC"	""	"TBX21"	""	"IKZF1"	"IL16"	"NKG7"	""	"WTAP"	""	"MYO1F"	""	""	""
""	""	"IL10RA"	""	"TREM2"	""	"XCL1"	""	"IL10RA"	"IL18RAP"	"PRF1"	""	""	""	"NCF2"	""	""	""
""	""	"IL12B"	""	"WTAP"	""	""	""	"IL16"	"IL2RB"	"PTPN7"	""	""	""	"NCF4"	""	""	""
""	""	"IL2RA"	""	""	""	""	""	"IL2RA"	"ITGAL"	"PVRIG"	""	""	""	"OSM"	""	""	""
""	""	"IL3RA"	""	""	""	""	""	"IL2RB"	"ITK"	"SASH3"	""	""	""	"P2RY13"	""	""	""
""	""	"ITGAX"	""	""	""	""	""	"ITGB7"	"KLRB1"	"SLAMF1"	""	""	""	"PILRA"	""	""	""
""	""	"KYNU"	""	""	""	""	""	"ITK"	"KLRD1"	"TBX21"	""	""	""	"PLEK"	""	""	""
""	""	"LILRB1"	""	""	""	""	""	"JAK3"	"KLRG1"	""	""	""	""	"POU2F2"	""	""	""
""	""	"LILRB2"	""	""	""	""	""	"KLRB1"	"KLRK1"	""	""	""	""	"RGS19"	""	""	""
""	""	"MMP12"	""	""	""	""	""	"LCK"	"LAG3"	""	""	""	""	"RHOG"	""	""	""
""	""	"MMP25"	""	""	""	""	""	"LTA"	"LCK"	""	""	""	""	"RNASE2"	""	""	""
""	""	"MNDA"	""	""	""	""	""	"LY9"	"LY9"	""	""	""	""	"S100A12"	""	""	""
""	""	"MS4A6A"	""	""	""	""	""	"NECAP2"	"MYO1F"	""	""	""	""	"SAMSN1"	""	""	""
""	""	"NCF2"	""	""	""	""	""	"OSM"	"NCR3"	""	""	""	""	"SLC11A1"	""	""	""
""	""	"NECAP2"	""	""	""	""	""	"PIK3IP1"	"NKG7"	""	""	""	""	"STAB1"	""	""	""
""	""	"OAS3"	""	""	""	""	""	"PTGER2"	"PIK3IP1"	""	""	""	""	"TLR2"	""	""	""
""	""	"OSM"	""	""	""	""	""	"PTPRCAP"	"PRF1"	""	""	""	""	"TLR8"	""	""	""
""	""	"PLA2G7"	""	""	""	""	""	"PVRIG"	"PTGDR"	""	""	""	""	"VASP"	""	""	""
""	""	"RHOG"	""	""	""	""	""	"SAMSN1"	"PTPRC"	""	""	""	""	"WAS"	""	""	""
""	""	"RNASE6"	""	""	""	""	""	"SELPLG"	"PTPRCAP"	""	""	""	""	"WTAP"	""	""	""
""	""	"RSAD2"	""	""	""	""	""	"SLAMF1"	"PVRIG"	""	""	""	""	""	""	""	""
""	""	"SAMSN1"	""	""	""	""	""	"STAP1"	"PYHIN1"	""	""	""	""	""	""	""	""
""	""	"SIGLEC1"	""	""	""	""	""	"TBX21"	"RHOG"	""	""	""	""	""	""	""	""
""	""	"SLAMF1"	""	""	""	""	""	"TCF7"	"SASH3"	""	""	""	""	""	""	""	""
""	""	"SLAMF8"	""	""	""	""	""	"TNFRSF4"	"SLAMF1"	""	""	""	""	""	""	""	""
""	""	"SNX11"	""	""	""	""	""	"TNFSF8"	"TBX21"	""	""	""	""	""	""	""	""
""	""	"SPIB"	""	""	""	""	""	"TRADD"	"TNFSF8"	""	""	""	""	""	""	""	""
""	""	"STAB1"	""	""	""	""	""	"TRAF1"	"TRADD"	""	""	""	""	""	""	""	""
""	""	"TFEC"	""	""	""	""	""	"TRAF3IP3"	"TRAF3IP3"	""	""	""	""	""	""	""	""
""	""	"TM7SF4"	""	""	""	""	""	"TRAT1"	"TSC22D3"	""	""	""	""	""	""	""	""
""	""	"TNFAIP6"	""	""	""	""	""	"ZAP70"	"WAS"	""	""	""	""	""	""	""	""
""	""	"TNFRSF4"	""	""	""	""	""	""	"XCL1"	""	""	""	""	""	""	""	""
""	""	"TRAF1"	""	""	""	""	""	""	"ZAP70"	""	""	""	""	""	""	""	""
""	""	"TREM2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"WTAP"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
