"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
""	""	"CSF1R"	""	"FGR"	""	"IL18RAP"	"NCF2"	"CD7"	"CST7"	"GZMB"	"RGS1"	"IGSF6"	"NCF2"	"FCN1"	""	""	""
""	""	"CXCL9"	""	"GM2A"	""	"IL2RB"	"P2RY13"	"CTSW"	"CTSW"	"GZMH"	"SELL"	"IL17RA"	"NCKAP1L"	"FGL2"	""	""	""
""	""	"EBI3"	""	"GRB2"	""	"KLRB1"	"S100A12"	"DPEP2"	"FASLG"	"GZMK"	""	"IRF8"	"NPL"	"FGR"	""	""	""
""	""	"FGL2"	""	"HK3"	""	"LTB"	"SELL"	"FCN1"	"GIMAP4"	"IL18RAP"	""	"LILRB1"	"PILRA"	"FPR1"	""	""	""
""	""	"GRB2"	""	"IGSF6"	""	"NKG7"	"TNFRSF10C"	"GIMAP4"	"GIMAP6"	"IL2RA"	""	"MMP19"	"RNASE6"	"HCK"	""	""	""
""	""	"GZMB"	""	"IL17RA"	""	"PRF1"	"TREM1"	"GIMAP6"	"GNLY"	"IL2RB"	""	"PILRA"	"SLAMF8"	"HK3"	""	""	""
""	""	"HCK"	""	"IL7R"	""	"SERPINB9"	"VNN2"	"GPR171"	"GPR171"	"ITGAL"	""	"SIGLEC1"	"SLC15A3"	"HSPA6"	""	""	""
""	""	"HK3"	""	"ITGAX"	""	""	""	"GPSM3"	"GPR65"	"ITGB7"	""	"SLAMF8"	"TFEC"	"IL10RA"	""	""	""
""	""	"HLA-DQA1"	""	"LILRA2"	""	""	""	"GZMA"	"GZMA"	"ITK"	""	"SLC11A1"	"TPP1"	"IL17RA"	""	""	""
""	""	"IL10RA"	""	"LILRB1"	""	""	""	"GZMB"	"GZMB"	"KLRB1"	""	"TFEC"	"TREM2"	"IQGAP1"	""	""	""
""	""	"IL2RA"	""	"M6PR"	""	""	""	"GZMK"	"GZMH"	"LCP2"	""	"TPP1"	""	"LILRA1"	""	""	""
""	""	"IL7R"	""	"MMP19"	""	""	""	"IKZF1"	"GZMK"	"NKG7"	""	"TREM2"	""	"LILRA2"	""	""	""
""	""	"ITGAX"	""	"MS4A6A"	""	""	""	"IL10RA"	"IL10RA"	"PRF1"	""	""	""	"LILRB1"	""	""	""
""	""	"KYNU"	""	"NAGPA"	""	""	""	"IL16"	"IL16"	"PTPN7"	""	""	""	"LILRB2"	""	""	""
""	""	"LILRB1"	""	"NCF2"	""	""	""	"IL2RA"	"IL18RAP"	"PVRIG"	""	""	""	"LILRB3"	""	""	""
""	""	"LILRB2"	""	"NCKAP1L"	""	""	""	"IL2RB"	"IL2RB"	"SELL"	""	""	""	"LRRFIP1"	""	""	""
""	""	"MNDA"	""	"PILRA"	""	""	""	"IL7R"	"IL7R"	""	""	""	""	"LST1"	""	""	""
""	""	"MS4A6A"	""	"PLA2G7"	""	""	""	"ITGB7"	"ITGAL"	""	""	""	""	"MNDA"	""	""	""
""	""	"NAGPA"	""	"SIGLEC1"	""	""	""	"ITK"	"ITK"	""	""	""	""	"MS4A6A"	""	""	""
""	""	"NCF2"	""	"SLAMF8"	""	""	""	"KLRB1"	"KLRB1"	""	""	""	""	"MYO1F"	""	""	""
""	""	"PLA2G7"	""	"SLC11A1"	""	""	""	"LCK"	"LCK"	""	""	""	""	"NCF2"	""	""	""
""	""	"RHOG"	""	"STAB1"	""	""	""	"LIMS1"	"LTB"	""	""	""	""	"NCF4"	""	""	""
""	""	"RNASE6"	""	"TFEC"	""	""	""	"LTB"	"MMP19"	""	""	""	""	"P2RY13"	""	""	""
""	""	"SAMSN1"	""	"TGOLN2"	""	""	""	"PIK3IP1"	"MYO1F"	""	""	""	""	"PILRA"	""	""	""
""	""	"SIGLEC1"	""	"TPP1"	""	""	""	"PTGER2"	"NKG7"	""	""	""	""	"PLEK"	""	""	""
""	""	"SLAMF8"	""	"TREM2"	""	""	""	"PTPRCAP"	"PIK3IP1"	""	""	""	""	"POU2F2"	""	""	""
""	""	"STAB1"	""	""	""	""	""	"PVRIG"	"PRF1"	""	""	""	""	"RGS19"	""	""	""
""	""	"TFEC"	""	""	""	""	""	"RGS1"	"PTPRC"	""	""	""	""	"RHOG"	""	""	""
""	""	"TRAF1"	""	""	""	""	""	"SAMSN1"	"PTPRCAP"	""	""	""	""	"RNASE2"	""	""	""
""	""	"TREM2"	""	""	""	""	""	"SELL"	"PVRIG"	""	""	""	""	"S100A12"	""	""	""
""	""	""	""	""	""	""	""	"SELPLG"	"RGS1"	""	""	""	""	"SAMSN1"	""	""	""
""	""	""	""	""	""	""	""	"TNFSF8"	"RHOG"	""	""	""	""	"SELL"	""	""	""
""	""	""	""	""	""	""	""	"TRADD"	"SELL"	""	""	""	""	"SLC11A1"	""	""	""
""	""	""	""	""	""	""	""	"TRAF1"	"TMC6"	""	""	""	""	"STAB1"	""	""	""
""	""	""	""	""	""	""	""	"TRAF3IP3"	"TNFSF8"	""	""	""	""	"TGOLN2"	""	""	""
""	""	""	""	""	""	""	""	"TRAT1"	"TRADD"	""	""	""	""	"TLR2"	""	""	""
""	""	""	""	""	""	""	""	""	"TRAF3IP3"	""	""	""	""	"TLR8"	""	""	""
""	""	""	""	""	""	""	""	""	"WAS"	""	""	""	""	"TREM1"	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	"VASP"	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WAS"	""	""	""
