"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"LTB"	""	"CXCL10"	""	"IL12B"	""	"KLRK1"	"PDE4B"	"FAIM3"	"FASLG"	"IL18RAP"	""	"IDO1"	""	"FCN1"	""	""	""
"LY9"	""	"CXCL9"	""	"ITGAX"	""	"LAG3"	"S100A12"	"FAM65B"	"GIMAP4"	"IL2RA"	""	"IGSF6"	""	"FGL2"	""	""	""
"MEFV"	""	"CYTH4"	""	"LILRB1"	""	"LTA"	"TNFRSF10C"	"FCN1"	"GIMAP6"	"IL2RB"	""	"IL12B"	""	"FGR"	""	""	""
"PNOC"	""	"EBI3"	""	"MMP19"	""	"LTB"	"USP15"	"GIMAP4"	"GPR15"	"ITGAL"	""	"LILRB1"	""	"FPR1"	""	""	""
"POU2F2"	""	"FCER1A"	""	"MMP9"	""	"NCR3"	"VNN2"	"GIMAP6"	"GPR171"	"ITGB7"	""	"MMP19"	""	"FPR2"	""	""	""
"RASGRP2"	""	"FGL2"	""	"MS4A6A"	""	"NKG7"	""	"GPR132"	"GPR65"	"ITK"	""	"NECAP2"	""	"GPR183"	""	""	""
"S1PR4"	""	"FPR3"	""	"NCF2"	""	"PRF1"	""	"GPR15"	"GPR68"	"KLRB1"	""	"PILRA"	""	"HCK"	""	""	""
"SEC24A"	""	"GPR132"	""	"NCKAP1L"	""	"PTGDR"	""	"GPR171"	"GZMA"	"LAG3"	""	"SIGLEC1"	""	"HK3"	""	""	""
"SPIB"	""	"GZMB"	""	"NECAP2"	""	"SAMD3"	""	"GPR183"	"GZMB"	"LCP2"	""	"SLAMF1"	""	"IL10RA"	""	""	""
"STAP1"	""	"HAVCR2"	""	"PILRA"	""	"SERPINB9"	""	"GPSM3"	"GZMH"	"LTA"	""	"SLAMF8"	""	"LILRA1"	""	""	""
"TNFRSF17"	""	"HCK"	""	"PLA2G7"	""	"TBX21"	""	"GZMA"	"GZMK"	"MMP25"	""	"SLC11A1"	""	"LILRB1"	""	""	""
""	""	"HK3"	""	"SIGLEC1"	""	""	""	"GZMB"	"GZMM"	"NCR3"	""	"TFEC"	""	"LILRB2"	""	""	""
""	""	"HLA-DQA1"	""	"SLAMF8"	""	""	""	"GZMK"	"IFNG"	"NKG7"	""	"TNFAIP6"	""	"LILRB3"	""	""	""
""	""	"HS3ST3B1"	""	"SLC11A1"	""	""	""	"GZMM"	"IL10RA"	"PRF1"	""	"TNIP3"	""	"LST1"	""	""	""
""	""	"IDO1"	""	"STAB1"	""	""	""	"ICOS"	"IL16"	"PTPN7"	""	"TREM2"	""	"MEFV"	""	""	""
""	""	"IL10RA"	""	"TFEC"	""	""	""	"IFNG"	"IL18RAP"	"SASH3"	""	""	""	"MNDA"	""	""	""
""	""	"IL12B"	""	"TREM2"	""	""	""	"IKZF1"	"IL2RB"	"SLAMF1"	""	""	""	"MS4A6A"	""	""	""
""	""	"IL2RA"	""	""	""	""	""	"IL10RA"	"ITGAL"	"TBX21"	""	""	""	"MYO1F"	""	""	""
""	""	"IL3RA"	""	""	""	""	""	"IL16"	"ITK"	""	""	""	""	"NCF2"	""	""	""
""	""	"IRF4"	""	""	""	""	""	"IL2RA"	"KLRB1"	""	""	""	""	"NCF4"	""	""	""
""	""	"ITGAX"	""	""	""	""	""	"IL2RB"	"KLRD1"	""	""	""	""	"P2RY13"	""	""	""
""	""	"LILRB1"	""	""	""	""	""	"ITGB7"	"KLRK1"	""	""	""	""	"PILRA"	""	""	""
""	""	"LILRB2"	""	""	""	""	""	"ITK"	"LAG3"	""	""	""	""	"PLEK"	""	""	""
""	""	"MMP12"	""	""	""	""	""	"JAK3"	"LTB"	""	""	""	""	"POU2F2"	""	""	""
""	""	"MMP25"	""	""	""	""	""	"KLRB1"	"LY9"	""	""	""	""	"RHOG"	""	""	""
""	""	"MNDA"	""	""	""	""	""	"LTA"	"MMP19"	""	""	""	""	"RNASE2"	""	""	""
""	""	"MS4A6A"	""	""	""	""	""	"LTB"	"MYO1F"	""	""	""	""	"S100A12"	""	""	""
""	""	"NCF2"	""	""	""	""	""	"LY9"	"NCR3"	""	""	""	""	"SAMSN1"	""	""	""
""	""	"NECAP2"	""	""	""	""	""	"NECAP2"	"NKG7"	""	""	""	""	"SLC11A1"	""	""	""
""	""	"NR4A3"	""	""	""	""	""	"PTPRCAP"	"PRF1"	""	""	""	""	"STAB1"	""	""	""
""	""	"PLA2G7"	""	""	""	""	""	"RBMS1"	"PTGDR"	""	""	""	""	"TLR2"	""	""	""
""	""	"RHOG"	""	""	""	""	""	"RGS1"	"PTPRC"	""	""	""	""	"TLR8"	""	""	""
""	""	"RNASE6"	""	""	""	""	""	"SAMSN1"	"PTPRCAP"	""	""	""	""	"USP15"	""	""	""
""	""	"RSAD2"	""	""	""	""	""	"SELPLG"	"PYHIN1"	""	""	""	""	"WAS"	""	""	""
""	""	"SAMSN1"	""	""	""	""	""	"SLAMF1"	"RGS1"	""	""	""	""	""	""	""	""
""	""	"SEC24A"	""	""	""	""	""	"STAP1"	"RHOG"	""	""	""	""	""	""	""	""
""	""	"SIGLEC1"	""	""	""	""	""	"TBX21"	"SASH3"	""	""	""	""	""	""	""	""
""	""	"SLAMF1"	""	""	""	""	""	"TNFRSF4"	"SEC24A"	""	""	""	""	""	""	""	""
""	""	"SLAMF8"	""	""	""	""	""	"TNFSF8"	"SLAMF1"	""	""	""	""	""	""	""	""
""	""	"SPIB"	""	""	""	""	""	"TRAF1"	"TBX21"	""	""	""	""	""	""	""	""
""	""	"STAB1"	""	""	""	""	""	"TRAF3IP3"	"TNFSF8"	""	""	""	""	""	""	""	""
""	""	"TFEC"	""	""	""	""	""	"TRAT1"	"TRAF3IP3"	""	""	""	""	""	""	""	""
""	""	"TNFAIP6"	""	""	""	""	""	"ZAP70"	"TSC22D3"	""	""	""	""	""	""	""	""
""	""	"TNFRSF4"	""	""	""	""	""	""	"WAS"	""	""	""	""	""	""	""	""
""	""	"TRAF1"	""	""	""	""	""	""	"ZAP70"	""	""	""	""	""	""	""	""
""	""	"TREM2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
