"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"TNFRSF17"	""	"IL10RA"	""	""	""	"KLRB1"	""	"CTLA4"	"CXCR6"	"IL18RAP"	"ITK"	""	""	"LILRB1"	""	""	""
""	""	"IRF4"	""	""	""	"KLRD1"	""	"CTSW"	"CYTH4"	"IL2RB"	"LCK"	""	""	"LILRB3"	""	""	""
""	""	"ITGAX"	""	""	""	"KLRG1"	""	"CXCR6"	"FAIM3"	"ITGAL"	"LTB"	""	""	"LST1"	""	""	""
""	""	"LILRB1"	""	""	""	"KLRK1"	""	"DPEP2"	"GIMAP4"	"ITGB7"	"RGS1"	""	""	"MS4A6A"	""	""	""
""	""	"MS4A6A"	""	""	""	"LTB"	""	"FAIM3"	"GIMAP6"	"ITK"	""	""	""	"MYO1F"	""	""	""
""	""	"NECAP2"	""	""	""	"NCR3"	""	"FAM65B"	"GNLY"	"KLRB1"	""	""	""	"NCF4"	""	""	""
""	""	"PLA2G7"	""	""	""	"NKG7"	""	"FCN1"	"GPR171"	"KLRG1"	""	""	""	"PLEK"	""	""	""
""	""	"SAMSN1"	""	""	""	"PRF1"	""	"GIMAP4"	"GPR65"	"LCP2"	""	""	""	"RNASE2"	""	""	""
""	""	"SLAMF1"	""	""	""	"PTGDR"	""	"GIMAP6"	"GZMA"	"NCR3"	""	""	""	"SAMSN1"	""	""	""
""	""	"SLAMF8"	""	""	""	"SAMD3"	""	"GPR171"	"GZMH"	"NKG7"	""	""	""	"STAB1"	""	""	""
""	""	"SPIB"	""	""	""	"TBX21"	""	"GPR183"	"GZMK"	"PRF1"	""	""	""	"WAS"	""	""	""
""	""	"STAB1"	""	""	""	""	""	"GZMA"	"GZMM"	"PTPN7"	""	""	""	""	""	""	""
""	""	"TNFRSF4"	""	""	""	""	""	"GZMK"	"IFNG"	"PVRIG"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"GZMM"	"IL10RA"	"SASH3"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ICOS"	"IL16"	"SLAMF1"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"IFNG"	"IL18RAP"	"TBX21"	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"IKZF1"	"IL2RB"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"IL10RA"	"ITGAL"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"IL16"	"ITK"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"IL2RB"	"KLRB1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ITGB7"	"KLRD1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ITK"	"KLRG1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"KLRB1"	"KLRK1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LCK"	"LCK"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LTB"	"LTB"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"LY9"	"LY9"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"NECAP2"	"MYO1F"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"PTGER2"	"NCR3"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"PTPRCAP"	"NKG7"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"PVRIG"	"PRF1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"RGS1"	"PTGDR"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"SAMSN1"	"PTPRC"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"SELPLG"	"PTPRCAP"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"SLAMF1"	"PVRIG"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TBX21"	"PYHIN1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TNFRSF4"	"RGS1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRADD"	"SASH3"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAF3IP3"	"SLAMF1"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"TRAT1"	"TBX21"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	"ZAP70"	"TRADD"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	"TRAF3IP3"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	"WAS"	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	"ZAP70"	""	""	""	""	""	""	""	""
