"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Endothelial"	"Fibroblasts"	"Monocytes"	"Plasma_cells"	"Immune_Score"
"SEC24A"	""	"HCK"	""	"LILRB1"	""	"PTGDR"	""	"GZMK"	"IL10RA"	"LTA"	""	"PILRA"	""	""	""	"IQGAP1"	""	"CCR5"
"SEC62"	""	"HK3"	""	"MMP19"	""	"SAMD3"	""	"GZMM"	"IL16"	"MMP25"	""	"SIGLEC1"	""	""	""	"LILRA1"	""	"CCR7"
"SNX2"	""	"HLA-DQA1"	""	"MMP9"	""	"SERPINB9"	""	"ICOS"	"IL18RAP"	"NCR3"	""	"SLAMF1"	""	""	""	"LILRA2"	""	"CD19"
"SPIB"	""	"HS3ST3B1"	""	"MS4A6A"	""	"TBX21"	""	"IFNG"	"IL2RB"	"NKG7"	""	"SLAMF8"	""	""	""	"LILRB1"	""	"CD1B"
"STAP1"	""	"IDO1"	""	"NCF2"	""	"ZBTB1"	""	"IKZF1"	"ITGAL"	"PRF1"	""	"SLC11A1"	""	""	""	"LILRB2"	""	"CD1C"
"TNFRSF17"	""	"IL10RA"	""	"NCKAP1L"	""	""	""	"IL10RA"	"ITK"	"PTPN7"	""	"SLC31A1"	""	""	""	"LILRB3"	""	"CD1E"
"UBE2G1"	""	"IL12B"	""	"NECAP2"	""	""	""	"IL16"	"KLRB1"	"SASH3"	""	"TFEC"	""	""	""	"LRRFIP1"	""	"CD2"
"VPREB3"	""	"IL19"	""	"OSBPL11"	""	""	""	"IL2RA"	"KLRD1"	"SLAMF1"	""	"TNFAIP6"	""	""	""	"LST1"	""	"CD209"
""	""	"IL2RA"	""	"PILRA"	""	""	""	"IL2RB"	"KLRG1"	"TBX21"	""	"TNIP3"	""	""	""	"MEFV"	""	"CD244"
""	""	"IL3RA"	""	"PLA2G7"	""	""	""	"ITGB7"	"KLRK1"	""	""	"TPP1"	""	""	""	"MNDA"	""	"CD247"
""	""	"IRF4"	""	"SIGLEC1"	""	""	""	"ITK"	"LAG3"	""	""	"TREM2"	""	""	""	"MS4A6A"	""	"CD27"
""	""	"KYNU"	""	"SLAMF8"	""	""	""	"JAK3"	"LCK"	""	""	""	""	""	""	"MTF1"	""	"CD300A"
""	""	"LILRB1"	""	"SLC11A1"	""	""	""	"KLRB1"	"LEPROTL1"	""	""	""	""	""	""	"MYO1F"	""	"CD37"
""	""	"LILRB2"	""	"SLC31A1"	""	""	""	"LCK"	"LY9"	""	""	""	""	""	""	"NCF2"	""	"CD38"
""	""	"MMP12"	""	"SNX2"	""	""	""	"LEPROTL1"	"MMP19"	""	""	""	""	""	""	"NCF4"	""	"CD3D"
""	""	"MMP25"	""	"STAB1"	""	""	""	"LIMS1"	"MYO1F"	""	""	""	""	""	""	"OSBPL11"	""	"CD3E"
""	""	"MNDA"	""	"TFEC"	""	""	""	"LTA"	"N4BP1"	""	""	""	""	""	""	"OSM"	""	"CD3G"
""	""	"MS4A6A"	""	"TPP1"	""	""	""	"LY9"	"NCK1"	""	""	""	""	""	""	"P2RY13"	""	"CD40"
""	""	"MTF1"	""	"TREM2"	""	""	""	"MGAT2"	"NCR3"	""	""	""	""	""	""	"PILRA"	""	"CD5"
""	""	"N4BP1"	""	""	""	""	""	"N4BP1"	"NFKB1"	""	""	""	""	""	""	"PLEK"	""	"CD6"
""	""	"NCF2"	""	""	""	""	""	"NECAP2"	"NKG7"	""	""	""	""	""	""	"POU2F2"	""	"CD69"
""	""	"NECAP2"	""	""	""	""	""	"NFKB1"	"PRF1"	""	""	""	""	""	""	"PPM1F"	""	"CD7"
""	""	"NFKB1"	""	""	""	""	""	"OSM"	"PTGDR"	""	""	""	""	""	""	"PTEN"	""	"CD79A"
""	""	"NR4A3"	""	""	""	""	""	"PTGER2"	"PTPRCAP"	""	""	""	""	""	""	"RNASE2"	""	"CD79B"
""	""	"OAS3"	""	""	""	""	""	"PTPRCAP"	"PYHIN1"	""	""	""	""	""	""	"S100A12"	""	"CD80"
""	""	"OSM"	""	""	""	""	""	"RGS1"	"RGS1"	""	""	""	""	""	""	"SAMSN1"	""	"CD84"
""	""	"PITPNA"	""	""	""	""	""	"RRP1B"	"SASH3"	""	""	""	""	""	""	"SLC11A1"	""	"CD86"
""	""	"PLA2G7"	""	""	""	""	""	"SAMSN1"	"SEC24A"	""	""	""	""	""	""	"STAB1"	""	"CD96"
""	""	"RAPGEF1"	""	""	""	""	""	"SELPLG"	"SLAMF1"	""	""	""	""	""	""	"TLR2"	""	"CFP"
""	""	"RNASE6"	""	""	""	""	""	"SLAMF1"	"TBX21"	""	""	""	""	""	""	"TLR8"	""	"CHI3L1"
""	""	"RRP1B"	""	""	""	""	""	"STAP1"	"TNFSF8"	""	""	""	""	""	""	"UBE2D1"	""	"CLC"
""	""	"RSAD2"	""	""	""	""	""	"TBX21"	"TRAF3IP3"	""	""	""	""	""	""	"WAS"	""	"CLEC10A"
""	""	"RUNX2"	""	""	""	""	""	"THRAP3"	"TSC22D3"	""	""	""	""	""	""	""	""	"CLEC4A"
""	""	"SAMSN1"	""	""	""	""	""	"TNFRSF4"	"WAS"	""	""	""	""	""	""	""	""	"CLEC4E"
""	""	"SEC24A"	""	""	""	""	""	"TNFSF8"	"ZBTB1"	""	""	""	""	""	""	""	""	"CLEC5A"
""	""	"SIGLEC1"	""	""	""	""	""	"TRAF1"	""	""	""	""	""	""	""	""	""	"CLEC7A"
""	""	"SLAMF1"	""	""	""	""	""	"TRAF3IP3"	""	""	""	""	""	""	""	""	""	"CLIC2"
""	""	"SLAMF8"	""	""	""	""	""	"TRAT1"	""	""	""	""	""	""	""	""	""	"COL4A3BP"
""	""	"SPIB"	""	""	""	""	""	"YME1L1"	""	""	""	""	""	""	""	""	""	"CR1"
""	""	"STAB1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CRTAM"
""	""	"TFEC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CSF1"
""	""	"TM7SF4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CSF1R"
""	""	"TNFAIP6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CSF2RB"
""	""	"TNFRSF4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CSF3R"
""	""	"TRAF1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CSNK1G1"
""	""	"TREM2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CST7"
""	""	"UBE2Z"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CTLA4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CTSW"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CX3CR1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CXCL10"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CXCL11"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CXCL5"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CXCL9"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CXCR1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CXCR2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CXCR6"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CYBB"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"CYTH4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DEFA4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DNAJB14"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DOK3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DPEP2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"DUSP4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EBI3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EMR3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ENTPD1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EOMES"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FAIM3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FAM65B"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FASLG"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FCAR"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FCER1A"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FCGR3B"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FCN1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FCRL2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FGL2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FGR"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FPR1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FPR2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"FPR3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GIMAP4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GIMAP6"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GMFB"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GNG7"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPR132"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPR15"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPR171"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPR18"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPR183"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPR65"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPR68"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GPSM3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GRB2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GZMA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GZMH"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GZMK"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"GZMM"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HAVCR2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HCK"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HK3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HLA-DOB"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HLA-DQA1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HPSE"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HS3ST3B1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ICOS"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IDO1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IFNG"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IGSF6"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IKZF1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL10RA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL12B"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL16"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL18RAP"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL19"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL2RA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL2RB"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IL3RA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IQGAP1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IRF4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"IRF8"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ITGAL"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ITGAX"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ITGB7"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ITK"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"JAK3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KIAA0125"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KIR2DL4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KLRB1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KLRD1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KLRF1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KLRG1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KLRK1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"KYNU"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LAG3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LCK"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LCP2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LEPROTL1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LILRA1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LILRA2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LILRB1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LILRB2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LILRB3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LIMS1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LRMP"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LRRFIP1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LST1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LTA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"LY9"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MEFV"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MEGF9"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MGAT2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MMP12"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MMP19"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MMP25"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MMP9"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MNDA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MS4A6A"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MTF1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"MYO1F"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"N4BP1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NCF2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NCF4"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NCK1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NCKAP1L"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NCR3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NECAP2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NFKB1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NKG7"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NPL"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NR4A3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NRBF2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OAS3"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OSBPL11"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OSM"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"P2RY13"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PDCD1LG2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PDE4B"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PILRA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PITPNA"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PLA2G7"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PLEK"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PNOC"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"POU2F2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PPM1F"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PRF1"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PTEN"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PTGDR"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PTGER2"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PTPN7"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PTPRCAP"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PYHIN1"
