"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"CR1"	""	"CD1A"	"KDM6B"	"CHI3L1"	""	"GZMA"	"HPSE"	"CD6"	"CHST12"	"CTLA4"	"ICOS"	"CSF1R"	"MS4A6A"	"CSF1R"	"MGAT2"	""	""
"FAIM3"	""	"CD1B"	"LRMP"	"CLEC4E"	""	"GZMH"	"HSPA6"	"CD69"	"CRTAM"	"CXCR6"	"IL10RA"	"CXCL10"	"NCF2"	"CSF3R"	"PNOC"	""	""
"FAM65B"	""	"CD1C"	"MMP25"	"CLEC5A"	""	"GZMK"	"IL18RAP"	"CD7"	"CST7"	"FASLG"	"IL2RA"	"CXCL11"	"NCKAP1L"	"CXCR2"	"RGS1"	""	""
"FCAR"	""	"CD1E"	"NCF2"	"CSF1"	""	"GZMM"	"LILRA1"	"CD96"	"CTSW"	"GMIP"	"IL2RB"	"CXCL9"	"NPL"	"CYBB"	"SEC24A"	""	""
"FCRL2"	""	"CD209"	"RGS1"	"CSF1R"	""	"HIPK1"	"LILRA2"	"CLC"	"CXCR6"	"GPR15"	"ITGB7"	"CYBB"	"PDCD1LG2"	"DOK3"	"TNFRSF17"	""	""
"GMIP"	""	"CD80"	"RNASE2"	"CXCL9"	""	"IFNG"	"LILRB2"	"CTLA4"	"CYTH4"	"GPR171"	"ITK"	"EBI3"	"PILRA"	"DPEP2"	"UBE2G1"	""	""
"GNG7"	""	"CD86"	"SAMSN1"	"CYBB"	""	"IL18RAP"	"LST1"	"CTSW"	"FAIM3"	"GPR68"	"LCK"	"FPR2"	"RNASE6"	"FCAR"	"VPREB3"	""	""
"GPR18"	""	"CLEC10A"	"THBS1"	"FGR"	""	"IL2RB"	"MEFV"	"CXCR6"	"FASLG"	"GZMA"	"PIK3IP1"	"FPR3"	"SLAMF8"	"FCER1A"	"ZBP1"	""	""
"HLA-DQA1"	""	"CLEC4A"	""	"FPR2"	""	"KIR2DL3"	"MEGF9"	"DPEP2"	"GIMAP4"	"GZMH"	"RGS1"	"HCK"	"SLC15A3"	"FCN1"	""	""	""
"IL12B"	""	"CLEC7A"	""	"FPR3"	""	"KIR2DL4"	"MMP25"	"FAIM3"	"GIMAP6"	"GZMK"	""	"HK3"	"TFEC"	"FGL2"	""	""	""
"IL4R"	""	"CLIC2"	""	"GRB2"	""	"KIR3DL1"	"MNDA"	"FAM65B"	"GPR15"	"IFNG"	""	"IDO1"	"TPP1"	"FGR"	""	""	""
"KIAA0125"	""	"CSF1R"	""	"HK3"	""	"KLRB1"	"NCF2"	"FCN1"	"GPR171"	"IL18RAP"	""	"IGSF6"	"TREM2"	"FPR1"	""	""	""
"LILRB1"	""	"CXCL10"	""	"IGSF6"	""	"KLRD1"	"NRBF2"	"GIMAP4"	"GPR65"	"IL2RA"	""	"IL12B"	""	"FPR2"	""	""	""
"LY9"	""	"CXCL9"	""	"IL12B"	""	"KLRF1"	"P2RY13"	"GIMAP6"	"GPR68"	"IL2RB"	""	"LILRB1"	""	"GPR183"	""	""	""
"MEFV"	""	"CYTH4"	""	"ITGAX"	""	"KLRG1"	"PDE4B"	"GPR132"	"GZMA"	"ITGAL"	""	"MMP19"	""	"HCK"	""	""	""
"P2RX5"	""	"EBI3"	""	"LILRA2"	""	"KLRK1"	"PTEN"	"GPR15"	"GZMH"	"ITGB7"	""	"NECAP2"	""	"HIPK1"	""	""	""
"PNOC"	""	"FCER1A"	""	"LILRB1"	""	"LAG3"	"S100A12"	"GPR171"	"GZMK"	"ITK"	""	"PILRA"	""	"HK3"	""	""	""
"POU2F2"	""	"FGL2"	""	"M6PR"	""	"LTA"	"USP15"	"GPR183"	"GZMM"	"KLRB1"	""	"SIGLEC1"	""	"HSPA6"	""	""	""
"PTPN6"	""	"FPR3"	""	"MMP19"	""	"MGAT2"	"VNN2"	"GPSM3"	"IFNG"	"KLRG1"	""	"SLAMF1"	""	"IL10RA"	""	""	""
"RAPGEF1"	""	"GPR132"	""	"MMP9"	""	"NCR3"	"ZDHHC18"	"GZMA"	"IL10RA"	"LAG3"	""	"SLAMF8"	""	"KDM6B"	""	""	""
"RASGRP2"	""	"GRB2"	""	"MS4A6A"	""	"NKG7"	""	"GZMK"	"IL16"	"LCP2"	""	"SLC11A1"	""	"LILRA1"	""	""	""
"S1PR4"	""	"HAVCR2"	""	"NCF2"	""	"PRF1"	""	"GZMM"	"IL18RAP"	"LTA"	""	"TFEC"	""	"LILRA2"	""	""	""
"SEC24A"	""	"HCK"	""	"NCKAP1L"	""	"PTGDR"	""	"HIPK1"	"IL2RB"	"MMP25"	""	"TNFAIP6"	""	"LILRB1"	""	""	""
"SPIB"	""	"HK3"	""	"NECAP2"	""	"SAMD3"	""	"ICOS"	"ITGAL"	"NCR3"	""	"TNIP3"	""	"LILRB2"	""	""	""
"STAP1"	""	"HLA-DQA1"	""	"NUMB"	""	"SERPINB9"	""	"IFNG"	"ITK"	"NKG7"	""	"TPP1"	""	"LILRB3"	""	""	""
"TNFRSF17"	""	"HS3ST3B1"	""	"PILRA"	""	"SMEK1"	""	"IKZF1"	"KLRB1"	"PRF1"	""	"TREM2"	""	"LST1"	""	""	""
"UBE2G1"	""	"IDO1"	""	"PLA2G7"	""	"TBX21"	""	"IL10RA"	"KLRD1"	"PTPN7"	""	""	""	"MEFV"	""	""	""
"VPREB3"	""	"IL10RA"	""	"SIGLEC1"	""	"XCL1"	""	"IL16"	"KLRG1"	"SASH3"	""	""	""	"MNDA"	""	""	""
""	""	"IL12B"	""	"SLAMF8"	""	"ZBTB1"	""	"IL2RA"	"KLRK1"	"SLAMF1"	""	""	""	"MS4A6A"	""	""	""
""	""	"IL2RA"	""	"SLC11A1"	""	""	""	"IL2RB"	"LAG3"	"TBX21"	""	""	""	"MTF1"	""	""	""
""	""	"IL3RA"	""	"STAB1"	""	""	""	"ITGB7"	"LCK"	""	""	""	""	"MYO1F"	""	""	""
""	""	"IRF4"	""	"TFEC"	""	""	""	"ITK"	"LY9"	""	""	""	""	"NCF2"	""	""	""
""	""	"ITGAX"	""	"TPP1"	""	""	""	"JAK3"	"MMP19"	""	""	""	""	"NCF4"	""	""	""
""	""	"KDM6B"	""	"TREM2"	""	""	""	"KLRB1"	"MYO1F"	""	""	""	""	"OSM"	""	""	""
""	""	"KYNU"	""	""	""	""	""	"LCK"	"NCK1"	""	""	""	""	"P2RY13"	""	""	""
""	""	"LILRB1"	""	""	""	""	""	"LIMS1"	"NCR3"	""	""	""	""	"PILRA"	""	""	""
""	""	"LILRB2"	""	""	""	""	""	"LTA"	"NKG7"	""	""	""	""	"PLEK"	""	""	""
""	""	"MMP12"	""	""	""	""	""	"LY9"	"PIK3IP1"	""	""	""	""	"POU2F2"	""	""	""
""	""	"MMP25"	""	""	""	""	""	"MBNL1"	"PRF1"	""	""	""	""	"PPM1F"	""	""	""
""	""	"MNDA"	""	""	""	""	""	"MGAT2"	"PRMT2"	""	""	""	""	"PTEN"	""	""	""
""	""	"MS4A6A"	""	""	""	""	""	"NECAP2"	"PTGDR"	""	""	""	""	"RGS19"	""	""	""
""	""	"MTF1"	""	""	""	""	""	"OSM"	"PTPRCAP"	""	""	""	""	"RHOG"	""	""	""
""	""	"NCF2"	""	""	""	""	""	"PIK3IP1"	"PYHIN1"	""	""	""	""	"RNASE2"	""	""	""
""	""	"NECAP2"	""	""	""	""	""	"PRMT2"	"RGS1"	""	""	""	""	"S100A12"	""	""	""
""	""	"NR4A3"	""	""	""	""	""	"PTGER2"	"RHOG"	""	""	""	""	"SAMSN1"	""	""	""
""	""	"OAS3"	""	""	""	""	""	"PTPRCAP"	"SASH3"	""	""	""	""	"SLC11A1"	""	""	""
""	""	"OSM"	""	""	""	""	""	"RBMS1"	"SEC24A"	""	""	""	""	"STAB1"	""	""	""
""	""	"PLA2G7"	""	""	""	""	""	"RGS1"	"SLAMF1"	""	""	""	""	"TLR2"	""	""	""
""	""	"RAPGEF1"	""	""	""	""	""	"SAMSN1"	"TBX21"	""	""	""	""	"TLR8"	""	""	""
""	""	"RHOG"	""	""	""	""	""	"SELPLG"	"TNFSF8"	""	""	""	""	"USP15"	""	""	""
""	""	"RNASE6"	""	""	""	""	""	"SLAMF1"	"TRAF3IP3"	""	""	""	""	"WAS"	""	""	""
""	""	"RSAD2"	""	""	""	""	""	"STAP1"	"TSC22D3"	""	""	""	""	""	""	""	""
""	""	"RUNX2"	""	""	""	""	""	"TNFRSF4"	"WAS"	""	""	""	""	""	""	""	""
""	""	"SAMSN1"	""	""	""	""	""	"TNFSF8"	"XCL1"	""	""	""	""	""	""	""	""
""	""	"SEC24A"	""	""	""	""	""	"TRAF1"	"ZAP70"	""	""	""	""	""	""	""	""
""	""	"SIGLEC1"	""	""	""	""	""	"TRAF3IP3"	"ZBTB1"	""	""	""	""	""	""	""	""
""	""	"SLAMF1"	""	""	""	""	""	"TRAT1"	"ZC3HAV1"	""	""	""	""	""	""	""	""
""	""	"SLAMF8"	""	""	""	""	""	"ZAP70"	""	""	""	""	""	""	""	""	""
""	""	"SPIB"	""	""	""	""	""	"ZC3HAV1"	""	""	""	""	""	""	""	""	""
""	""	"STAB1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TFEC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TM7SF4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TNFAIP6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TNFRSF4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TRAF1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TREM2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
