"B_cells"	"Cytotoxic_cells"	"Dendritic_cells"	"Eosinophils"	"Macrophages"	"Mast_cells"	"NK_cells"	"Neutrophils"	"T_cells_CD4"	"T_cells_CD8"	"T_cells_gamma_delta"	"T_regulatory_cells"	"Macrophages_M1"	"Macrophages_M2"	"Monocytes"	"Plasma_cells"	"Endothelial"	"Fibroblasts"
"CD79B"	""	"CCL8"	"GPR183"	"CCR1"	""	"EOMES"	"FCGR3B"	"CD3E"	"CD3G"	"CST7"	"CXCR6"	"CD40"	"LILRA2"	"CLEC4E"	"FCRL2"	"RALB"	""
"CD80"	""	"CCR2"	"GPR65"	"CD80"	""	"FASLG"	"FPR1"	"CD3G"	"CD7"	"CTLA4"	"FAIM3"	"CD80"	"MMP9"	"CLEC5A"	"HSPA6"	"STAB1"	""
"CR1"	""	"CCR5"	"MMP25"	"CD84"	""	"GZMA"	"FPR2"	"CD5"	"CD8B"	"CXCR6"	"GPR171"	"CD84"	"MS4A6A"	"CLEC7A"	"IRF4"	"TFEC"	""
"FAIM3"	""	"CCR7"	"NCF2"	"CHI3L1"	""	"GZMB"	"HCK"	"CD6"	"CHST12"	"FASLG"	"HS3ST3B1"	"CLEC4E"	"NCF2"	"CSF1R"	"KIAA0125"	"TMED9"	""
"FAM65B"	""	"CD1A"	"RGS1"	"CLEC4E"	""	"GZMH"	"HPSE"	"CD69"	"CRTAM"	"GPR15"	"ICOS"	"CSF1"	"NCKAP1L"	"CSF3R"	"PNOC"	""	""
"FCAR"	""	"CD1B"	"RNASE2"	"CLEC5A"	""	"GZMK"	"HSPA6"	"CD7"	"CST7"	"GPR171"	"IL10RA"	"CSF1R"	"NPL"	"CX3CR1"	"RGS1"	""	""
"FCRL2"	""	"CD1C"	"SAMSN1"	"CSF1"	""	"GZMM"	"IL18RAP"	"CDV3"	"CX3CR1"	"GPR68"	"IL2RA"	"CXCL10"	"PDCD1LG2"	"CYBB"	"TMED9"	""	""
"GNG7"	""	"CD1E"	"THBS1"	"CSF1R"	""	"IFNG"	"LILRA1"	"CLC"	"CXCR6"	"GZMA"	"IL2RB"	"CXCL11"	"PILRA"	"DOK3"	"TNFRSF17"	""	""
"GPR18"	""	"CD209"	""	"CXCL5"	""	"IL18RAP"	"LILRA2"	"CTLA4"	"CYTH4"	"GZMB"	"ITGB7"	"CXCL9"	"RNASE6"	"DPEP2"	"VPREB3"	""	""
"HLA-DOB"	""	"CD80"	""	"CXCL9"	""	"IL2RB"	"LILRB2"	"CXCR6"	"FAIM3"	"GZMH"	"ITK"	"CYBB"	"SLAMF8"	"FCAR"	"ZBP1"	""	""
"HLA-DQA1"	""	"CD86"	""	"CYBA"	""	"KIR2DL3"	"LST1"	"DPEP2"	"FASLG"	"GZMK"	"LCK"	"EBI3"	"SLC15A3"	"FCER1A"	""	""	""
"IL12B"	""	"CLEC10A"	""	"CYBB"	""	"KIR2DL4"	"MEFV"	"FAIM3"	"GIMAP4"	"IFNG"	"LTB"	"FPR2"	"TFEC"	"FCN1"	""	""	""
"IL4R"	""	"CLEC4A"	""	"FGR"	""	"KIR3DL1"	"MMP25"	"FAM65B"	"GIMAP6"	"IL18RAP"	"RGS1"	"FPR3"	"TPP1"	"FGL2"	""	""	""
"IRF8"	""	"CLEC7A"	""	"FPR2"	""	"KLRB1"	"MNDA"	"FCN1"	"GPR15"	"IL2RA"	""	"HCK"	"TREM2"	"FGR"	""	""	""
"KIAA0125"	""	"CLIC2"	""	"FPR3"	""	"KLRD1"	"NCF2"	"GIMAP4"	"GPR171"	"IL2RB"	""	"HK3"	""	"FPR1"	""	""	""
"LILRB1"	""	"CSF1R"	""	"HK3"	""	"KLRG1"	"NMI"	"GIMAP6"	"GPR65"	"ITGAL"	""	"IDO1"	""	"FPR2"	""	""	""
"LTB"	""	"CXCL10"	""	"IGSF6"	""	"KLRK1"	"NRBF2"	"GPR132"	"GPR68"	"ITGB7"	""	"IGSF6"	""	"GPR183"	""	""	""
"LY9"	""	"CXCL9"	""	"IL12B"	""	"LAG3"	"P2RY13"	"GPR15"	"GZMA"	"ITK"	""	"IL12B"	""	"HCK"	""	""	""
"MEFV"	""	"CYTH4"	""	"ITGAX"	""	"LTA"	"PDE4B"	"GPR171"	"GZMB"	"KLRB1"	""	"IRF8"	""	"HK3"	""	""	""
"OSBPL10"	""	"EBI3"	""	"LILRA2"	""	"LTB"	"S100A12"	"GPR183"	"GZMH"	"KLRG1"	""	"LILRB1"	""	"HSPA6"	""	""	""
"P2RX5"	""	"FCER1A"	""	"LILRB1"	""	"NCR3"	"TNFRSF10C"	"GPSM3"	"GZMK"	"LAG3"	""	"NECAP2"	""	"IL10RA"	""	""	""
"PNOC"	""	"FGL2"	""	"MAPKAP1"	""	"NKG7"	"VNN2"	"GZMA"	"GZMM"	"LCP2"	""	"PILRA"	""	"LILRA1"	""	""	""
"POU2F2"	""	"FPR3"	""	"MMP9"	""	"PRF1"	""	"GZMB"	"IFNG"	"LTA"	""	"SIGLEC1"	""	"LILRA2"	""	""	""
"RAPGEF1"	""	"GPR132"	""	"MS4A6A"	""	"PTGDR"	""	"GZMK"	"IL10RA"	"MMP25"	""	"SLAMF1"	""	"LILRB1"	""	""	""
"RASGRP2"	""	"GZMB"	""	"NCF2"	""	"SAMD3"	""	"GZMM"	"IL16"	"NCR3"	""	"SLAMF8"	""	"LILRB2"	""	""	""
"S1PR4"	""	"HAVCR2"	""	"NCKAP1L"	""	"SERPINB9"	""	"ICOS"	"IL18RAP"	"NKG7"	""	"SLC11A1"	""	"LILRB3"	""	""	""
"SPIB"	""	"HCK"	""	"NECAP2"	""	"TBX21"	""	"IFNG"	"IL2RB"	"PRF1"	""	"TFEC"	""	"LST1"	""	""	""
"STAP1"	""	"HK3"	""	"PILRA"	""	""	""	"IKZF1"	"ITGAL"	"PTPN7"	""	"TNFAIP6"	""	"MEFV"	""	""	""
"TNFRSF17"	""	"HLA-DQA1"	""	"PLA2G7"	""	""	""	"IL10RA"	"ITK"	"PVRIG"	""	"TNIP3"	""	"MNDA"	""	""	""
"VPREB3"	""	"HS3ST3B1"	""	"SIGLEC1"	""	""	""	"IL16"	"KLRB1"	"SASH3"	""	"TPP1"	""	"MS4A6A"	""	""	""
""	""	"IDO1"	""	"SLAMF8"	""	""	""	"IL2RA"	"KLRD1"	"SLAMF1"	""	"TREM2"	""	"MYO1F"	""	""	""
""	""	"IL10RA"	""	"SLC11A1"	""	""	""	"IL2RB"	"KLRG1"	"TBX21"	""	""	""	"NCF2"	""	""	""
""	""	"IL12B"	""	"STAB1"	""	""	""	"ITGB7"	"KLRK1"	""	""	""	""	"NCF4"	""	""	""
""	""	"IL2RA"	""	"TFEC"	""	""	""	"ITK"	"LAG3"	""	""	""	""	"OSM"	""	""	""
""	""	"IL3RA"	""	"TPP1"	""	""	""	"JAK3"	"LCK"	""	""	""	""	"P2RY13"	""	""	""
""	""	"IRF4"	""	"TREM2"	""	""	""	"KLRB1"	"LTB"	""	""	""	""	"PILRA"	""	""	""
""	""	"ITGAX"	""	""	""	""	""	"LCK"	"LY9"	""	""	""	""	"PLEK"	""	""	""
""	""	"LILRB1"	""	""	""	""	""	"LTA"	"MYO1F"	""	""	""	""	"POU2F2"	""	""	""
""	""	"LILRB2"	""	""	""	""	""	"LTB"	"NCK1"	""	""	""	""	"PPM1F"	""	""	""
""	""	"MMP12"	""	""	""	""	""	"LY9"	"NCR3"	""	""	""	""	"RGS19"	""	""	""
""	""	"MMP25"	""	""	""	""	""	"MBNL1"	"NKG7"	""	""	""	""	"RHOG"	""	""	""
""	""	"MNDA"	""	""	""	""	""	"NECAP2"	"PRF1"	""	""	""	""	"RNASE2"	""	""	""
""	""	"MS4A6A"	""	""	""	""	""	"OSM"	"PTGDR"	""	""	""	""	"S100A12"	""	""	""
""	""	"NCF2"	""	""	""	""	""	"PTGER2"	"PTPRC"	""	""	""	""	"SAMSN1"	""	""	""
""	""	"NECAP2"	""	""	""	""	""	"PTPRCAP"	"PTPRCAP"	""	""	""	""	"SLC11A1"	""	""	""
""	""	"NR4A3"	""	""	""	""	""	"PVRIG"	"PVRIG"	""	""	""	""	"STAB1"	""	""	""
""	""	"OSM"	""	""	""	""	""	"RGS1"	"PYHIN1"	""	""	""	""	"TLR2"	""	""	""
""	""	"PLA2G7"	""	""	""	""	""	"SAMSN1"	"RGS1"	""	""	""	""	"TLR8"	""	""	""
""	""	"RAPGEF1"	""	""	""	""	""	"SELPLG"	"RHOG"	""	""	""	""	"WAS"	""	""	""
""	""	"RHOG"	""	""	""	""	""	"SLAMF1"	"SASH3"	""	""	""	""	""	""	""	""
""	""	"RNASE6"	""	""	""	""	""	"STAP1"	"SLAMF1"	""	""	""	""	""	""	""	""
""	""	"RSAD2"	""	""	""	""	""	"TNFRSF4"	"TBX21"	""	""	""	""	""	""	""	""
""	""	"RUNX2"	""	""	""	""	""	"TNFSF8"	"TNFSF8"	""	""	""	""	""	""	""	""
""	""	"SAMSN1"	""	""	""	""	""	"TRADD"	"TRADD"	""	""	""	""	""	""	""	""
""	""	"SIGLEC1"	""	""	""	""	""	"TRAF1"	"TRAF3IP3"	""	""	""	""	""	""	""	""
""	""	"SLAMF1"	""	""	""	""	""	"TRAF3IP3"	"TSC22D3"	""	""	""	""	""	""	""	""
""	""	"SLAMF8"	""	""	""	""	""	"TRAT1"	"WAS"	""	""	""	""	""	""	""	""
""	""	"SPIB"	""	""	""	""	""	"ZAP70"	"ZAP70"	""	""	""	""	""	""	""	""
""	""	"STAB1"	""	""	""	""	""	"ZC3HAV1"	"ZC3HAV1"	""	""	""	""	""	""	""	""
""	""	"TFEC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TM7SF4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TNFAIP6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TNFRSF4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TRAF1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"TREM2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
